house_id,housing_category,house_type,location,size_sqm,cost_per_sqm_ksh,construction_cost_ksh,financing_cost_ksh,markup_ksh,government_subsidy_ksh,final_price_ksh,interest_rate_pct,repayment_years,monthly_repayment_ksh,buyer_monthly_income_ksh,housing_levy_contribution_ksh,affordability_ratio,affordable
KE-0335,Social,3-Bedroom,Nairobi CBD,80,60596.0,4847700.0,969500.0,546800.0,872600.0,5491400.0,3.0,25,26040.0,17500,260.0,1.488,0
KE-0336,Social,Studio,Mombasa,19,52368.0,995000.0,199000.0,112200.0,179100.0,1127100.0,3.0,25,5340.0,12200,180.0,0.438,0
KE-0337,Market-Rate,2-Bedroom,Nairobi CBD,54,100803.0,5443400.0,1088700.0,1306400.0,0.0,7838500.0,9.0,20,70530.0,399700,6000.0,0.176,1
KE-0338,Affordable,Studio,Kibera,18,36825.0,662900.0,132600.0,113800.0,63600.0,845700.0,6.0,30,5070.0,109700,1650.0,0.046,1
KE-0339,Affordable,3-Bedroom,Nakuru,77,42513.0,3273500.0,654700.0,561700.0,314300.0,4175600.0,6.0,20,29920.0,25200,380.0,1.187,0
KE-0340,Social,2-Bedroom,Embakasi,55,41608.0,2288400.0,457700.0,258100.0,411900.0,2592300.0,3.0,20,14380.0,16100,240.0,0.893,0
KE-0341,Affordable,2-Bedroom,Ruiru,58,46579.0,2701600.0,540300.0,463600.0,259400.0,3446100.0,6.0,20,24690.0,99300,1490.0,0.249,1
KE-0342,Affordable,2-Bedroom,Eastlands,55,42348.0,2329100.0,465800.0,399700.0,223600.0,2971000.0,6.0,15,25070.0,96600,1450.0,0.26,1
KE-0343,Social,1-Bedroom,Embakasi,35,43681.0,1528800.0,305800.0,172500.0,275200.0,1731900.0,3.0,30,7300.0,12800,190.0,0.57,0
KE-0344,Affordable,1-Bedroom,Ruiru,38,46404.0,1763400.0,352700.0,302600.0,169300.0,2249400.0,6.0,30,13490.0,48800,730.0,0.276,1
KE-0345,Affordable,2-Bedroom,Nakuru,53,45126.0,2391700.0,478300.0,410400.0,229600.0,3050800.0,6.0,25,19660.0,93900,1410.0,0.209,1
KE-0346,Affordable,1-Bedroom,Nakuru,37,41045.0,1518700.0,303700.0,260600.0,145800.0,1937200.0,6.0,30,11610.0,73400,1100.0,0.158,1
KE-0347,Affordable,1-Bedroom,Eastlands,34,41048.0,1395600.0,279100.0,239500.0,134000.0,1780200.0,6.0,30,10670.0,96400,1450.0,0.111,1
KE-0348,Social,1-Bedroom,Eastlands,32,35584.0,1138700.0,227700.0,128400.0,205000.0,1289800.0,3.0,20,7150.0,12000,180.0,0.596,0
KE-0349,Affordable,2-Bedroom,Nakuru,56,44188.0,2474500.0,494900.0,424600.0,237600.0,3156400.0,6.0,15,26640.0,78300,1170.0,0.34,0
KE-0350,Affordable,1-Bedroom,Ruiru,38,46353.0,1761400.0,352300.0,302300.0,169100.0,2246900.0,6.0,15,18960.0,146100,2190.0,0.13,1
KE-0351,Affordable,Studio,Nairobi CBD,22,66143.0,1455100.0,291000.0,249700.0,139700.0,1856100.0,6.0,25,11960.0,124200,1860.0,0.096,1
KE-0352,Market-Rate,2-Bedroom,Kisumu,58,75988.0,4407300.0,881500.0,1057800.0,0.0,6346600.0,9.0,30,51070.0,418800,6280.0,0.122,1
KE-0353,Affordable,2-Bedroom,Westlands,54,65771.0,3551600.0,710300.0,609500.0,341000.0,4530400.0,6.0,25,29190.0,63100,950.0,0.463,0
KE-0354,Social,Studio,Embakasi,18,41589.0,748600.0,149700.0,84400.0,134700.0,848000.0,3.0,30,3580.0,10600,160.0,0.338,0
KE-0355,Social,1-Bedroom,Mombasa,38,51810.0,1968800.0,393800.0,222100.0,354400.0,2230300.0,3.0,25,10580.0,14900,220.0,0.71,0
KE-0356,Affordable,Studio,Embakasi,19,45600.0,866400.0,173300.0,148700.0,83200.0,1105200.0,6.0,25,7120.0,60200,900.0,0.118,1
KE-0357,Social,1-Bedroom,Mombasa,34,49677.0,1689000.0,337800.0,190500.0,304000.0,1913300.0,3.0,20,10610.0,15200,230.0,0.698,0
KE-0358,Affordable,1-Bedroom,Ruiru,33,43740.0,1443400.0,288700.0,247700.0,138600.0,1841200.0,6.0,30,11040.0,147800,2220.0,0.075,1
KE-0359,Market-Rate,2-Bedroom,Mombasa,55,89808.0,4939400.0,987900.0,1185500.0,0.0,7112800.0,9.0,15,72140.0,455400,6830.0,0.158,1
KE-0360,Affordable,2-Bedroom,Eastlands,55,42301.0,2326600.0,465300.0,399200.0,223400.0,2967700.0,6.0,25,19120.0,36700,550.0,0.521,0
KE-0361,Affordable,2-Bedroom,Kisumu,52,53058.0,2759000.0,551800.0,473400.0,264900.0,3519300.0,6.0,20,25210.0,40200,600.0,0.627,0
KE-0362,Affordable,1-Bedroom,Kisumu,32,53366.0,1707700.0,341500.0,293000.0,163900.0,2178300.0,6.0,25,14030.0,122900,1840.0,0.114,1
KE-0363,Affordable,2-Bedroom,Eastlands,55,41143.0,2262900.0,452600.0,388300.0,217200.0,2886600.0,6.0,15,24360.0,127800,1920.0,0.191,1
KE-0364,Affordable,1-Bedroom,Kibera,37,37689.0,1394500.0,278900.0,239300.0,133900.0,1778800.0,6.0,30,10660.0,132500,1990.0,0.08,1
KE-0365,Market-Rate,3-Bedroom,Ruiru,81,66190.0,5361400.0,1072300.0,1286700.0,0.0,7720400.0,9.0,20,69460.0,285200,4280.0,0.244,1
KE-0366,Affordable,2-Bedroom,Kibera,54,38185.0,2062000.0,412400.0,353800.0,198000.0,2630200.0,6.0,20,18840.0,69100,1040.0,0.273,1
KE-0367,Market-Rate,Studio,Kibera,21,59752.0,1254800.0,251000.0,301200.0,0.0,1807000.0,9.0,25,15160.0,462900,6940.0,0.033,1
KE-0368,Market-Rate,2-Bedroom,Embakasi,54,74250.0,4009500.0,801900.0,962300.0,0.0,5773700.0,9.0,15,58560.0,307800,4620.0,0.19,1
KE-0369,Social,1-Bedroom,Nakuru,35,37066.0,1297300.0,259500.0,146300.0,233500.0,1469600.0,3.0,20,8150.0,16000,240.0,0.509,0
KE-0370,Social,2-Bedroom,Embakasi,52,42725.0,2221700.0,444300.0,250600.0,399900.0,2516700.0,3.0,30,10610.0,17500,260.0,0.606,0
KE-0371,Social,Studio,Nakuru,22,37102.0,816200.0,163200.0,92100.0,146900.0,924600.0,3.0,15,6390.0,13000,200.0,0.492,0
KE-0372,Social,Studio,Westlands,17,57451.0,976700.0,195300.0,110200.0,175800.0,1106400.0,3.0,30,4660.0,15600,230.0,0.299,1
KE-0373,Social,3-Bedroom,Mombasa,81,51375.0,4161400.0,832300.0,469400.0,749100.0,4714000.0,3.0,30,19870.0,11600,170.0,1.713,0
KE-0374,Affordable,1-Bedroom,Nakuru,32,44295.0,1417400.0,283500.0,243200.0,136100.0,1808000.0,6.0,25,11650.0,132400,1990.0,0.088,1
KE-0375,Social,2-Bedroom,Eastlands,55,36960.0,2032800.0,406600.0,229300.0,365900.0,2302800.0,3.0,25,10920.0,17300,260.0,0.631,0
KE-0376,Affordable,1-Bedroom,Embakasi,37,48572.0,1797200.0,359400.0,308400.0,172500.0,2292500.0,6.0,15,19350.0,127100,1910.0,0.152,1
KE-0377,Market-Rate,2-Bedroom,Ruiru,56,65156.0,3648700.0,729700.0,875700.0,0.0,5254100.0,9.0,30,42280.0,299000,4480.0,0.141,1
KE-0378,Social,2-Bedroom,Mombasa,57,50360.0,2870500.0,574100.0,323800.0,516700.0,3251700.0,3.0,25,15420.0,15200,230.0,1.014,0
KE-0379,Market-Rate,2-Bedroom,Westlands,54,94537.0,5105000.0,1021000.0,1225200.0,0.0,7351200.0,9.0,20,66140.0,259800,3900.0,0.255,1
KE-0380,Social,1-Bedroom,Nakuru,32,37889.0,1212500.0,242500.0,136800.0,218200.0,1373600.0,3.0,20,7620.0,16800,250.0,0.454,0
KE-0381,Social,1-Bedroom,Westlands,37,55555.0,2055500.0,411100.0,231900.0,370000.0,2328500.0,3.0,30,9820.0,17200,260.0,0.571,0
KE-0382,Affordable,Studio,Ruiru,18,46838.0,843100.0,168600.0,144700.0,80900.0,1075500.0,6.0,25,6930.0,83900,1260.0,0.083,1
KE-0383,Affordable,1-Bedroom,Kibera,32,39676.0,1269600.0,253900.0,217900.0,121900.0,1619500.0,6.0,30,9710.0,59300,890.0,0.164,1
KE-0384,Market-Rate,2-Bedroom,Kisumu,54,78995.0,4265800.0,853200.0,1023800.0,0.0,6142800.0,9.0,20,55270.0,336800,5050.0,0.164,1
KE-0385,Affordable,3-Bedroom,Ruiru,82,43539.0,3570200.0,714000.0,612600.0,342700.0,4554100.0,6.0,25,29340.0,66100,990.0,0.444,0
KE-0386,Market-Rate,3-Bedroom,Kasarani,81,78870.0,6388500.0,1277700.0,1533200.0,0.0,9199400.0,9.0,25,77200.0,234600,3520.0,0.329,0
KE-0387,Social,2-Bedroom,Ruiru,54,38989.0,2105400.0,421100.0,237500.0,379000.0,2385000.0,3.0,20,13230.0,12900,190.0,1.026,0
KE-0388,Social,2-Bedroom,Westlands,53,57259.0,3034700.0,606900.0,342300.0,546200.0,3437700.0,3.0,30,14490.0,18100,270.0,0.801,0
KE-0389,Affordable,2-Bedroom,Eastlands,57,43921.0,2503500.0,500700.0,429600.0,240300.0,3193500.0,6.0,30,19150.0,99100,1490.0,0.193,1
KE-0390,Market-Rate,1-Bedroom,Embakasi,38,72599.0,2758700.0,551700.0,662100.0,0.0,3972500.0,9.0,30,31960.0,496000,7440.0,0.064,1
KE-0391,Market-Rate,3-Bedroom,Eastlands,83,60665.0,5035200.0,1007000.0,1208400.0,0.0,7250600.0,9.0,15,73540.0,238400,3580.0,0.308,0
KE-0392,Affordable,2-Bedroom,Westlands,55,68018.0,3741000.0,748200.0,642000.0,359100.0,4772100.0,6.0,20,34190.0,118200,1770.0,0.289,1
KE-0393,Affordable,2-Bedroom,Embakasi,52,49298.0,2563500.0,512700.0,439900.0,246100.0,3270000.0,6.0,25,21070.0,116900,1750.0,0.18,1
KE-0394,Affordable,Studio,Kasarani,21,52626.0,1105100.0,221000.0,189600.0,106100.0,1409600.0,6.0,20,10100.0,107500,1610.0,0.094,1
KE-0395,Affordable,1-Bedroom,Kisumu,35,54027.0,1890900.0,378200.0,324500.0,181500.0,2412100.0,6.0,15,20350.0,41200,620.0,0.494,0
KE-0396,Market-Rate,1-Bedroom,Mombasa,37,90506.0,3348700.0,669700.0,803700.0,0.0,4822100.0,9.0,20,43390.0,469900,7050.0,0.092,1
KE-0397,Market-Rate,3-Bedroom,Westlands,83,95285.0,7908700.0,1581700.0,1898100.0,0.0,11388500.0,9.0,30,91630.0,166000,2490.0,0.552,0
KE-0398,Affordable,2-Bedroom,Nakuru,58,42750.0,2479500.0,495900.0,425500.0,238000.0,3162900.0,6.0,25,20380.0,141100,2120.0,0.144,1
KE-0399,Affordable,1-Bedroom,Westlands,38,64503.0,2451100.0,490200.0,420600.0,235300.0,3126600.0,6.0,30,18750.0,96300,1440.0,0.195,1
KE-0400,Affordable,3-Bedroom,Westlands,82,67617.0,5544600.0,1108900.0,951500.0,532300.0,7072700.0,6.0,15,59680.0,125700,1890.0,0.475,0
KE-0401,Social,Studio,Embakasi,23,40406.0,929300.0,185900.0,104800.0,167300.0,1052700.0,3.0,25,4990.0,17700,270.0,0.282,1
KE-0402,Market-Rate,1-Bedroom,Nairobi CBD,34,105531.0,3588000.0,717600.0,861100.0,0.0,5166700.0,9.0,15,52400.0,285700,4290.0,0.183,1
KE-0403,Affordable,Studio,Ruiru,22,43603.0,959300.0,191900.0,164600.0,92100.0,1223700.0,6.0,15,10330.0,66500,1000.0,0.155,1
KE-0404,Market-Rate,2-Bedroom,Nairobi CBD,56,100860.0,5648100.0,1129600.0,1355500.0,0.0,8133200.0,9.0,25,68250.0,398100,5970.0,0.171,1
KE-0405,Affordable,3-Bedroom,Kasarani,80,51197.0,4095700.0,819100.0,702800.0,393200.0,5224400.0,6.0,25,33660.0,53000,800.0,0.635,0
KE-0406,Market-Rate,1-Bedroom,Nakuru,36,64487.0,2321500.0,464300.0,557200.0,0.0,3343000.0,9.0,15,33910.0,185300,2780.0,0.183,1
KE-0407,Affordable,3-Bedroom,Kisumu,78,54768.0,4271900.0,854400.0,733100.0,410100.0,5449300.0,6.0,30,32670.0,147600,2210.0,0.221,1
KE-0408,Social,1-Bedroom,Kibera,38,35232.0,1338800.0,267800.0,151000.0,241000.0,1516600.0,3.0,25,7190.0,10500,160.0,0.685,0
KE-0409,Market-Rate,3-Bedroom,Kasarani,78,76480.0,5965500.0,1193100.0,1431700.0,0.0,8590300.0,9.0,30,69120.0,345800,5190.0,0.2,1
KE-0410,Social,2-Bedroom,Kibera,52,33254.0,1729200.0,345800.0,195000.0,311200.0,1958800.0,3.0,20,10860.0,16400,250.0,0.662,0
KE-0411,Affordable,2-Bedroom,Kibera,52,39285.0,2042800.0,408600.0,350600.0,196100.0,2605900.0,6.0,20,18670.0,62800,940.0,0.297,1
KE-0412,Market-Rate,Studio,Kisumu,18,76805.0,1382500.0,276500.0,331800.0,0.0,1990800.0,9.0,25,16710.0,233400,3500.0,0.072,1
KE-0413,Market-Rate,3-Bedroom,Eastlands,82,63520.0,5208600.0,1041700.0,1250100.0,0.0,7500400.0,9.0,20,67480.0,161600,2420.0,0.418,0
KE-0414,Affordable,2-Bedroom,Nairobi CBD,56,69674.0,3901700.0,780300.0,669500.0,374600.0,4976900.0,6.0,15,42000.0,143600,2150.0,0.292,1
KE-0415,Affordable,1-Bedroom,Westlands,33,62613.0,2066200.0,413200.0,354600.0,198400.0,2635600.0,6.0,20,18880.0,119500,1790.0,0.158,1
KE-0416,Affordable,2-Bedroom,Mombasa,52,54939.0,2856800.0,571400.0,490200.0,274300.0,3644100.0,6.0,25,23480.0,37000,560.0,0.635,0
KE-0417,Social,1-Bedroom,Kibera,33,34266.0,1130800.0,226200.0,127600.0,203600.0,1281000.0,3.0,15,8850.0,11300,170.0,0.783,0
KE-0418,Affordable,3-Bedroom,Nakuru,82,41221.0,3380100.0,676000.0,580000.0,324500.0,4311600.0,6.0,15,36380.0,142000,2130.0,0.256,1
KE-0419,Affordable,Studio,Kasarani,18,48377.0,870800.0,174200.0,149400.0,83600.0,1110800.0,6.0,15,9370.0,117800,1770.0,0.08,1
KE-0420,Affordable,2-Bedroom,Eastlands,56,41202.0,2307300.0,461500.0,395900.0,221500.0,2943200.0,6.0,20,21090.0,137000,2060.0,0.154,1
KE-0421,Affordable,2-Bedroom,Kibera,55,38515.0,2118300.0,423700.0,363500.0,203400.0,2702100.0,6.0,25,17410.0,91500,1370.0,0.19,1
KE-0422,Affordable,Studio,Eastlands,22,42632.0,937900.0,187600.0,160900.0,90000.0,1196400.0,6.0,20,8570.0,81800,1230.0,0.105,1
KE-0423,Social,1-Bedroom,Eastlands,32,35748.0,1143900.0,228800.0,129000.0,205900.0,1295800.0,3.0,30,5460.0,11400,170.0,0.479,0
KE-0424,Affordable,Studio,Kibera,21,38624.0,811100.0,162200.0,139200.0,77900.0,1034600.0,6.0,25,6670.0,36100,540.0,0.185,1
KE-0425,Social,1-Bedroom,Embakasi,33,41460.0,1368200.0,273600.0,154300.0,246300.0,1549800.0,3.0,15,10700.0,14500,220.0,0.738,0
KE-0426,Affordable,1-Bedroom,Ruiru,33,45708.0,1508400.0,301700.0,258800.0,144800.0,1924100.0,6.0,20,13780.0,25000,380.0,0.551,0
KE-0427,Affordable,2-Bedroom,Nakuru,55,43070.0,2368900.0,473800.0,406500.0,227400.0,3021800.0,6.0,30,18120.0,101400,1520.0,0.179,1
KE-0428,Market-Rate,1-Bedroom,Westlands,32,94291.0,3017300.0,603500.0,724200.0,0.0,4345000.0,9.0,25,36460.0,446200,6690.0,0.082,1
KE-0429,Affordable,1-Bedroom,Westlands,32,66688.0,2134000.0,426800.0,366200.0,204900.0,2722100.0,6.0,20,19500.0,91900,1380.0,0.212,1
KE-0430,Social,2-Bedroom,Nakuru,54,37270.0,2012600.0,402500.0,227000.0,362300.0,2279800.0,3.0,25,10810.0,10700,160.0,1.01,0
KE-0431,Social,Studio,Embakasi,17,43852.0,745500.0,149100.0,84100.0,134200.0,844500.0,3.0,25,4000.0,18400,280.0,0.217,1
KE-0432,Affordable,3-Bedroom,Westlands,80,67231.0,5378500.0,1075700.0,923000.0,516300.0,6860900.0,6.0,20,49150.0,121000,1820.0,0.406,0
KE-0433,Affordable,3-Bedroom,Eastlands,83,40876.0,3392700.0,678500.0,582200.0,325700.0,4327700.0,6.0,30,25950.0,106600,1600.0,0.243,1
KE-0434,Social,2-Bedroom,Kisumu,54,44076.0,2380100.0,476000.0,268500.0,428400.0,2696200.0,3.0,25,12790.0,12600,190.0,1.015,0
KE-0435,Social,2-Bedroom,Kasarani,54,44172.0,2385300.0,477100.0,269100.0,429400.0,2702100.0,3.0,15,18660.0,17900,270.0,1.042,0
KE-0436,Affordable,3-Bedroom,Nairobi CBD,78,63911.0,4985000.0,997000.0,855400.0,478600.0,6358800.0,6.0,15,53660.0,85400,1280.0,0.628,0
KE-0437,Social,Studio,Westlands,18,54711.0,984800.0,197000.0,111100.0,177300.0,1115600.0,3.0,20,6190.0,19700,300.0,0.314,0
KE-0438,Market-Rate,Studio,Nakuru,17,65564.0,1114600.0,222900.0,267500.0,0.0,1605000.0,9.0,15,16280.0,366500,5500.0,0.044,1
KE-0439,Affordable,1-Bedroom,Kisumu,34,54774.0,1862300.0,372500.0,319600.0,178800.0,2375600.0,6.0,25,15310.0,143700,2160.0,0.107,1
KE-0440,Social,2-Bedroom,Kibera,53,32682.0,1732100.0,346400.0,195400.0,311800.0,1962100.0,3.0,20,10880.0,18900,280.0,0.576,0
KE-0441,Social,Studio,Ruiru,20,39308.0,786200.0,157200.0,88700.0,141500.0,890600.0,3.0,25,4220.0,15800,240.0,0.267,1
KE-0442,Market-Rate,2-Bedroom,Nakuru,53,64029.0,3393500.0,678700.0,814400.0,0.0,4886600.0,9.0,25,41010.0,240400,3610.0,0.171,1
KE-0443,Affordable,3-Bedroom,Eastlands,82,40928.0,3356100.0,671200.0,575900.0,322200.0,4281000.0,6.0,30,25670.0,68800,1030.0,0.373,0
KE-0444,Affordable,3-Bedroom,Ruiru,82,46750.0,3833500.0,766700.0,657800.0,368000.0,4890000.0,6.0,15,41260.0,111300,1670.0,0.371,0
KE-0445,Market-Rate,2-Bedroom,Kasarani,53,78135.0,4141200.0,828200.0,993900.0,0.0,5963300.0,9.0,25,50040.0,377700,5670.0,0.132,1
KE-0446,Market-Rate,Studio,Kasarani,19,78067.0,1483300.0,296700.0,356000.0,0.0,2136000.0,9.0,15,21660.0,440000,6600.0,0.049,1
KE-0447,Market-Rate,2-Bedroom,Embakasi,58,72026.0,4177500.0,835500.0,1002600.0,0.0,6015600.0,9.0,30,48400.0,298900,4480.0,0.162,1
KE-0448,Affordable,2-Bedroom,Mombasa,58,60108.0,3486300.0,697300.0,598300.0,334700.0,4447200.0,6.0,15,37530.0,111600,1670.0,0.336,0
KE-0449,Affordable,Studio,Embakasi,19,47738.0,907000.0,181400.0,155600.0,87100.0,1156900.0,6.0,25,7450.0,64100,960.0,0.116,1
KE-0450,Social,Studio,Kisumu,21,45033.0,945700.0,189100.0,106700.0,170200.0,1071300.0,3.0,20,5940.0,16000,240.0,0.371,0
KE-0451,Affordable,3-Bedroom,Ruiru,83,44071.0,3657900.0,731600.0,627700.0,351200.0,4666000.0,6.0,30,27980.0,126700,1900.0,0.221,1
KE-0452,Affordable,2-Bedroom,Mombasa,57,54803.0,3123700.0,624700.0,536000.0,299900.0,3984500.0,6.0,15,33620.0,32700,490.0,1.028,0
KE-0453,Affordable,2-Bedroom,Kibera,55,36561.0,2010800.0,402200.0,345100.0,193000.0,2565100.0,6.0,30,15380.0,146600,2200.0,0.105,1
KE-0454,Market-Rate,3-Bedroom,Eastlands,79,65418.0,5168000.0,1033600.0,1240300.0,0.0,7441900.0,9.0,20,66960.0,246500,3700.0,0.272,1
KE-0455,Social,2-Bedroom,Ruiru,52,39036.0,2029900.0,406000.0,229000.0,365400.0,2299500.0,3.0,25,10900.0,11400,170.0,0.956,0
KE-0456,Affordable,2-Bedroom,Embakasi,57,48799.0,2781600.0,556300.0,477300.0,267000.0,3548200.0,6.0,25,22860.0,138500,2080.0,0.165,1
KE-0457,Social,1-Bedroom,Nairobi CBD,35,58458.0,2046000.0,409200.0,230800.0,368300.0,2317700.0,3.0,25,10990.0,15500,230.0,0.709,0
KE-0458,Affordable,1-Bedroom,Mombasa,35,58996.0,2064800.0,413000.0,354300.0,198200.0,2633900.0,6.0,25,16970.0,110100,1650.0,0.154,1
KE-0459,Social,1-Bedroom,Mombasa,34,50894.0,1730400.0,346100.0,195200.0,311500.0,1960200.0,3.0,25,9300.0,15500,230.0,0.6,0
KE-0460,Social,2-Bedroom,Eastlands,55,38271.0,2104900.0,421000.0,237400.0,378900.0,2384400.0,3.0,30,10050.0,13100,200.0,0.767,0
KE-0461,Social,2-Bedroom,Westlands,54,55399.0,2991600.0,598300.0,337500.0,538500.0,3388900.0,3.0,25,16070.0,18500,280.0,0.869,0
KE-0462,Affordable,3-Bedroom,Kasarani,83,50429.0,4185600.0,837100.0,718200.0,401800.0,5339100.0,6.0,25,34400.0,147600,2210.0,0.233,1
KE-0463,Affordable,1-Bedroom,Kasarani,33,48239.0,1591900.0,318400.0,273200.0,152800.0,2030700.0,6.0,30,12180.0,77200,1160.0,0.158,1
KE-0464,Affordable,2-Bedroom,Nairobi CBD,57,67644.0,3855700.0,771100.0,661600.0,370100.0,4918300.0,6.0,15,41500.0,72700,1090.0,0.571,0
KE-0465,Market-Rate,2-Bedroom,Kisumu,56,79658.0,4460900.0,892200.0,1070600.0,0.0,6423700.0,9.0,15,65150.0,468800,7030.0,0.139,1
KE-0466,Affordable,2-Bedroom,Kisumu,53,50417.0,2672100.0,534400.0,458500.0,256500.0,3408500.0,6.0,25,21960.0,87600,1310.0,0.251,1
KE-0467,Social,2-Bedroom,Kibera,57,32068.0,1827900.0,365600.0,206200.0,329000.0,2070700.0,3.0,20,11480.0,13500,200.0,0.85,0
KE-0468,Market-Rate,1-Bedroom,Ruiru,34,68682.0,2335200.0,467000.0,560400.0,0.0,3362600.0,9.0,30,27060.0,426500,6400.0,0.063,1
KE-0469,Social,2-Bedroom,Nakuru,57,36082.0,2056700.0,411300.0,232000.0,370200.0,2329800.0,3.0,30,9820.0,19700,300.0,0.498,0
KE-0470,Market-Rate,Studio,Westlands,23,100526.0,2312100.0,462400.0,554900.0,0.0,3329400.0,9.0,15,33770.0,268100,4020.0,0.126,1
KE-0471,Social,1-Bedroom,Embakasi,34,43835.0,1490400.0,298100.0,168100.0,268300.0,1688300.0,3.0,20,9360.0,19900,300.0,0.47,0
KE-0472,Market-Rate,1-Bedroom,Nakuru,33,66464.0,2193300.0,438700.0,526400.0,0.0,3158400.0,9.0,15,32030.0,219500,3290.0,0.146,1
KE-0473,Social,2-Bedroom,Nakuru,52,36538.0,1900000.0,380000.0,214300.0,342000.0,2152300.0,3.0,25,10210.0,13900,210.0,0.735,0
KE-0474,Market-Rate,3-Bedroom,Mombasa,77,88048.0,6779700.0,1355900.0,1627100.0,0.0,9762700.0,9.0,25,81930.0,263600,3950.0,0.311,0
KE-0475,Affordable,2-Bedroom,Nairobi CBD,57,64156.0,3656900.0,731400.0,627500.0,351100.0,4664700.0,6.0,15,39360.0,72400,1090.0,0.544,0
KE-0476,Market-Rate,2-Bedroom,Kasarani,52,72509.0,3770500.0,754100.0,904900.0,0.0,5429500.0,9.0,20,48850.0,201000,3020.0,0.243,1
KE-0477,Social,2-Bedroom,Kibera,54,34179.0,1845700.0,369100.0,208200.0,332200.0,2090800.0,3.0,15,14440.0,11300,170.0,1.278,0
KE-0478,Affordable,2-Bedroom,Kisumu,55,50453.0,2774900.0,555000.0,476200.0,266400.0,3539700.0,6.0,25,22810.0,21100,320.0,1.081,0
KE-0479,Market-Rate,Studio,Nairobi CBD,19,103481.0,1966100.0,393200.0,471900.0,0.0,2831200.0,9.0,30,22780.0,312000,4680.0,0.073,1
KE-0480,Affordable,1-Bedroom,Mombasa,35,54858.0,1920000.0,384000.0,329500.0,184300.0,2449200.0,6.0,30,14680.0,79900,1200.0,0.184,1
KE-0481,Affordable,1-Bedroom,Embakasi,33,46450.0,1532800.0,306600.0,263000.0,147200.0,1955200.0,6.0,30,11720.0,41500,620.0,0.282,1
KE-0482,Affordable,1-Bedroom,Kibera,36,40154.0,1445500.0,289100.0,248000.0,138800.0,1843800.0,6.0,20,13210.0,127400,1910.0,0.104,1
KE-0483,Affordable,Studio,Mombasa,20,58917.0,1178300.0,235700.0,202200.0,113100.0,1503100.0,6.0,25,9680.0,130000,1950.0,0.074,1
KE-0484,Affordable,Studio,Kasarani,17,49861.0,847600.0,169500.0,145400.0,81400.0,1081100.0,6.0,15,9120.0,88900,1330.0,0.103,1
KE-0485,Affordable,1-Bedroom,Kasarani,34,48369.0,1644500.0,328900.0,282200.0,157900.0,2097700.0,6.0,20,15030.0,86700,1300.0,0.173,1
KE-0486,Market-Rate,3-Bedroom,Kasarani,78,77849.0,6072200.0,1214400.0,1457300.0,0.0,8743900.0,9.0,20,78670.0,388700,5830.0,0.202,1
KE-0487,Social,1-Bedroom,Nairobi CBD,32,59076.0,1890400.0,378100.0,213200.0,340300.0,2141400.0,3.0,25,10150.0,14300,210.0,0.71,0
KE-0488,Social,1-Bedroom,Nairobi CBD,33,60456.0,1995000.0,399000.0,225000.0,359100.0,2259900.0,3.0,20,12530.0,17100,260.0,0.733,0
KE-0489,Market-Rate,Studio,Kisumu,21,80212.0,1684400.0,336900.0,404300.0,0.0,2425600.0,9.0,25,20360.0,481500,7220.0,0.042,1
KE-0490,Market-Rate,2-Bedroom,Kisumu,58,83101.0,4819800.0,964000.0,1156800.0,0.0,6940600.0,9.0,20,62450.0,450300,6750.0,0.139,1
KE-0491,Affordable,1-Bedroom,Embakasi,34,49797.0,1693100.0,338600.0,290500.0,162500.0,2159700.0,6.0,15,18220.0,131000,1960.0,0.139,1
KE-0492,Affordable,1-Bedroom,Kibera,37,37343.0,1381700.0,276300.0,237100.0,132600.0,1762500.0,6.0,15,14870.0,63200,950.0,0.235,1
KE-0493,Social,2-Bedroom,Eastlands,54,36626.0,1977800.0,395600.0,223100.0,356000.0,2240500.0,3.0,25,10620.0,16900,250.0,0.628,0
KE-0494,Social,Studio,Eastlands,21,35174.0,738600.0,147700.0,83300.0,132900.0,836700.0,3.0,25,3970.0,16200,240.0,0.245,1
KE-0495,Affordable,Studio,Mombasa,19,56290.0,1069500.0,213900.0,183500.0,102700.0,1364200.0,6.0,25,8790.0,128500,1930.0,0.068,1
KE-0496,Affordable,1-Bedroom,Kasarani,37,49755.0,1841000.0,368200.0,315900.0,176700.0,2348400.0,6.0,25,15130.0,33900,510.0,0.446,0
KE-0497,Affordable,Studio,Kibera,20,36741.0,734800.0,147000.0,126100.0,70500.0,937400.0,6.0,15,7910.0,72300,1080.0,0.109,1
KE-0498,Social,Studio,Nakuru,18,39528.0,711500.0,142300.0,80300.0,128100.0,806000.0,3.0,20,4470.0,15700,240.0,0.285,1
KE-0499,Market-Rate,1-Bedroom,Nairobi CBD,37,102335.0,3786400.0,757300.0,908700.0,0.0,5452400.0,9.0,30,43870.0,364200,5460.0,0.12,1
KE-0500,Market-Rate,2-Bedroom,Ruiru,52,69602.0,3619300.0,723900.0,868600.0,0.0,5211800.0,9.0,25,43740.0,493700,7410.0,0.089,1
KE-0501,Affordable,2-Bedroom,Westlands,56,65244.0,3653700.0,730700.0,627000.0,350800.0,4660600.0,6.0,30,27940.0,35000,520.0,0.798,0
